,index_content,word,nature,content_type,index_word
1289,39,速度,n,pos,1
1295,39,订单,n,pos,3
1300,39,事故,n,pos,5
1302,39,地址,n,pos,6
1304,39,区域,n,pos,8
1308,39,客服,n,pos,10
1313,39,活动,vn,pos,12
1314,39,价格比,n,pos,13
1316,39,优惠,vn,pos,15
1327,39,热水,n,pos,17
1331,39,功耗,n,pos,19
1335,39,牌子,n,pos,20
1342,39,师傅,nr,pos,22
1346,39,材料,n,pos,24
1348,39,报表,n,pos,25
1352,39,报表,n,pos,26
1353,39,打勾,nz,pos,27
1366,40,东西,ns,pos,3
1383,40,品牌,n,pos,8
1401,40,价格,n,pos,17
1418,40,师傅,nr,pos,25
1425,40,态度,n,pos,28
1427,40,手脚,n,pos,29
1428,40,麻利,nr,pos,30
1433,40,块钱,n,pos,32
1436,40,旧机,n,pos,34
1440,40,管子,n,pos,35
1442,40,钱,n,pos,36
1454,40,效果,n,pos,40
1475,40,品牌,n,pos,45
1492,41,师傅,nr,pos,3
1498,41,楼,n,pos,5
1501,41,师傅,nr,pos,7
1513,42,烧水,n,pos,4
1516,42,性价比,n,pos,6
1522,43,高端,n,pos,1
1523,43,大气,n,pos,2
1539,44,下单,n,pos,1
1543,44,正品,n,pos,3
1552,45,心爱,n,pos,4
1554,45,东东,ns,pos,5
1556,45,谢谢,nr,pos,6
1558,46,产品,n,pos,1
1562,46,师傅,nr,pos,2
1573,48,外观,n,pos,1
1574,48,时尚,n,pos,2
1577,48,白色,n,pos,4
1579,48,大气,n,pos,6
1581,48,一键,n,pos,7
1585,48,省,n,pos,10
1586,48,时,ng,pos,11
1588,48,一键,n,pos,12
1589,48,中温,n,pos,13
1590,48,保温,n,pos,14
1592,48,省力,n,pos,15
1595,48,遥控,vn,pos,17
1600,48,液晶,n,pos,20
1601,48,大屏,n,pos,21
1606,48,师傅,nr,pos,24
1607,48,细心,n,pos,25
1610,48,服务,vn,pos,27
1615,48,温暖,an,pos,28
1621,48,小花,n,pos,30
1636,48,品牌,n,pos,36
1639,48,信赖,n,pos,38
1641,49,线,n,pos,1
1644,49,产品,n,pos,3
1647,49,发货,n,pos,4
1648,49,速度,n,pos,5
1652,49,上门,ns,pos,8
1656,49,人员,n,pos,11
1657,49,业务,n,pos,12
1660,49,素质,n,pos,14
1667,49,牌子,n,pos,16
1669,49,信赖,n,pos,18
1679,49,人用,n,pos,23
1684,49,购物,n,pos,25
1685,49,体验,n,pos,26
1687,49,性价比,n,pos,27
1692,50,产品,n,pos,1
1701,50,洗衣机,n,pos,4
1706,50,师傅,nr,pos,6
1713,50,免费,vn,pos,9
1721,50,材料,n,pos,11
1728,50,自带,n,pos,13
1738,50,材料费,n,pos,18
1742,50,收费,n,pos,20
1745,51,购物,n,pos,1
1750,51,力,n,pos,3
1753,51,购物,n,pos,4
1757,51,力,n,pos,6
1765,51,量,n,pos,9
1766,51,大师傅,nr,pos,10
1773,51,宝贝,nr,pos,12
1784,51,客服,n,pos,14
1785,51,人员,n,pos,15
1804,51,师傅,nr,pos,21
1809,51,顾客,nr,pos,23
1824,51,关心,n,pos,27
1826,51,收费,n,pos,28
1829,51,脚法,n,pos,30
1831,51,管子,n,pos,31
1832,51,收费,n,pos,32
1837,51,购物,n,pos,34
1842,51,用后感,n,pos,36
1848,52,品牌,n,pos,1
1851,52,信赖,n,pos,3
1859,52,新房子,n,pos,5
1864,52,售后,n,pos,7
1870,52,人员,n,pos,11
1872,52,穿鞋,n,pos,13
1886,52,购物,n,pos,19
1889,53,自营,vn,pos,2
1890,53,商品,n,pos,3
1895,53,理由,n,pos,6
1896,53,退换货,n,pos,7
1898,53,消费者,n,pos,8
1912,53,电,n,pos,12
1913,53,电子,n,pos,13
1915,53,百货,n,pos,14
1916,53,厂品,n,pos,15
1920,53,信赖,n,pos,17
1921,53,自营,vn,pos,18
1946,55,无线,n,pos,4
1947,55,遥控,vn,pos,5
1966,55,家里人,nrt,pos,10
1978,55,无线,n,pos,15
1979,55,遥控,vn,pos,16
1992,55,价格,n,pos,19
1994,55,波动,vn,pos,21
2002,56,外形,n,pos,4
2003,56,大气,n,pos,5
2007,56,卫生间,n,pos,7
2009,56,颜色,n,pos,8
2014,56,热水,n,pos,10
2015,56,速度,n,pos,11
2018,56,大容量,n,pos,12
2027,56,太号,n,pos,17
2031,56,欧,ns,pos,19
2041,56,日子,n,pos,22
2048,56,列车,n,pos,25
2054,56,海洋,ns,pos,28
2062,57,师傅,nr,pos,1
2066,57,服务态度,n,pos,3
2072,57,品牌,n,pos,5
2078,57,速度,n,pos,7
2082,58,品牌,n,pos,1
2084,58,信赖,n,pos,3
2093,58,速度,n,pos,7
2109,58,师傅,nr,pos,13
2112,58,气,n,pos,14
2119,58,师傅,nr,pos,17
2122,58,卫生,an,pos,20
2139,59,自营,vn,pos,2
2140,59,商品,n,pos,3
2144,59,理由,n,pos,6
2145,59,退换货,n,pos,7
2147,59,消费者,n,pos,8
2152,59,关键,n,pos,11
2155,59,入门,ns,pos,12
2156,59,门槛,n,pos,13
2157,59,质量,n,pos,14
2165,59,电子,n,pos,16
2167,59,百货,n,pos,17
2168,59,产品,n,pos,18
2174,59,自营,vn,pos,20
2176,59,产品,n,pos,21
2179,59,信赖,n,pos,22
2180,59,自营,vn,pos,23
2191,60,水温,n,pos,5
2202,61,太棒了,nr,pos,2
2205,61,变频,vn,pos,4
2207,61,水量,n,pos,6
2209,61,价格,n,pos,7
2213,62,牌子,n,pos,1
2223,62,价格,n,pos,5
2226,62,牌子,n,pos,6
2237,62,感觉,n,pos,12
2244,62,容积,n,pos,14
2262,62,购物,n,pos,21
2264,62,五星,nz,pos,22
2269,63,外观,n,pos,2
2270,63,颜值,n,pos,3
2275,63,大方,n,pos,6
2285,63,师傅,nr,pos,12
2291,63,免费,vn,pos,14
2298,63,材料费,n,pos,17
2301,63,品牌,n,pos,18
2304,63,信赖,n,pos,20
2306,64,东西,ns,pos,1
2309,64,质量,n,pos,3
2322,64,外观,n,pos,6
2323,64,大气,n,pos,7
2325,64,颜色,n,pos,8
2338,64,性价比,n,pos,13
2343,64,物流,n,pos,14
2347,64,师傅,nr,pos,15
2349,64,热情,n,pos,16
2352,65,品牌,n,pos,1
2357,65,物流,n,pos,3
2364,65,隔天,nz,pos,6
2374,65,服务,vn,pos,10
2380,65,材料费,n,pos,13
2382,65,材料,n,pos,14
2398,66,储水量,n,pos,2
2417,66,品牌,n,pos,6
2421,66,朋友,n,pos,8
2428,67,商城,ns,pos,2
2431,67,优质,n,pos,4
2433,67,服务,vn,pos,5
2437,67,管理,vn,pos,7
2439,67,物流配送,n,pos,8
2459,67,热情,n,pos,13
2464,67,收件,n,pos,15
2470,67,时间,n,pos,17
2475,67,商城,ns,pos,19
2477,67,售后,n,pos,20
2478,67,管理,vn,pos,21
2487,67,客户,n,pos,23
2488,67,忧患,n,pos,24
2497,67,购物,n,pos,27
2498,67,体验,n,pos,28
2501,67,商祺,nr,pos,30
2573,70,尺寸,n,pos,1
2577,70,质量,n,pos,4
2581,70,品牌,n,pos,6
2583,70,信赖,n,pos,8
2586,70,师傅,nr,pos,10
2587,70,专业,n,pos,11
2591,70,美观,nz,pos,12
2596,71,正品,n,pos,1
2599,71,信奈,nr,pos,3
2602,71,网购,n,pos,5
2604,71,电,n,pos,6
2611,71,上门,ns,pos,9
2617,71,费用,n,pos,12
2618,71,太贵,nr,pos,13
2621,71,热水,n,pos,14
2628,71,太阳能,n,pos,17
2630,71,管道,n,pos,18
2642,71,材料,n,pos,23
2645,71,单子,n,pos,25
2652,71,坑,n,pos,26
2656,71,商城,ns,pos,27
2658,71,封顶,n,pos,28
2670,71,语,ng,pos,31
2672,71,感觉,n,pos,32
2678,71,材料,n,pos,35
2687,71,水阀,n,pos,39
2700,71,机器,n,pos,42
2709,71,热水,n,pos,45
2720,71,小时,n,pos,49
2728,71,费水,n,pos,52
2734,71,太小,n,pos,54
2744,71,空间,n,pos,58
2749,71,大点,n,pos,61
2751,71,容量,n,pos,62
2756,72,电视,n,pos,1
2776,72,空气,n,pos,8
2777,72,净化器,n,pos,9
2788,73,信任,n,pos,3
2791,73,服务,vn,pos,4
2794,73,一流,n,pos,6
2795,73,谢谢,nr,pos,7
2802,74,品牌,n,pos,1
2804,74,信赖,n,pos,3
2812,74,下单,n,pos,7
2820,74,外箱,n,pos,11
2822,74,外观,n,pos,12
2826,74,外观,n,pos,14
2833,74,面板,n,pos,18
2846,74,总体,n,pos,23
2850,75,产品,n,pos,1
2853,75,外观,n,pos,3
2857,75,实惠,vn,pos,5
2867,75,电话,n,pos,9
2874,75,客服,n,pos,12
2878,75,客服,n,pos,13
2879,75,态度,n,pos,14
2883,75,效率,n,pos,15
2889,75,后号,n,pos,16
2901,75,太阳能,n,pos,21
2905,75,材料费,n,pos,23
2911,75,感觉,n,pos,26
2916,75,小哥,n,pos,29
2917,75,态度,n,pos,30
2927,75,小哥,n,pos,33
2937,75,感觉,n,pos,37
2943,75,评论,n,pos,39
2953,76,师傅,nr,pos,5
2964,77,品牌,n,pos,1
2969,77,品牌,n,pos,3
2971,77,售后,n,pos,4
2972,77,质量,n,pos,5
2981,77,经济,n,pos,9
2982,77,实惠,vn,pos,10
2984,77,电脑,n,pos,11
2986,77,温带,n,pos,13
2987,77,遥控,vn,pos,14
2990,77,实体店,n,pos,15
2996,77,能耗,n,pos,18
3009,78,价格合理,n,pos,1
3014,78,卫生间,n,pos,2
3024,78,建议,n,pos,4
3027,78,先量,n,pos,6
3029,78,尺寸,n,pos,7
3032,78,师傅,nr,pos,9
3036,78,材料价格,n,pos,12
3045,78,材料费,n,pos,17
3050,78,新房,n,pos,20
3065,79,免费,vn,pos,5
3068,79,材料,n,pos,6
3070,79,收费,n,pos,7
3074,79,材料,n,pos,9
3080,79,材料,n,pos,11
3081,79,费用,n,pos,12
3085,79,地方,n,pos,13
3086,79,管件,n,pos,14
3089,79,情况,n,pos,15
3098,79,师傅,nr,pos,18
3100,79,态度,n,pos,19
3109,80,棒棒,n,pos,2
3113,80,信赖,n,pos,3
3118,80,售后,n,pos,5
3119,80,师傅,nr,pos,6
3128,81,电器,n,pos,2
3135,81,物流,n,pos,4
3141,81,服务,vn,pos,6
3156,81,质量,n,pos,10
3162,81,电器,n,pos,14
3174,82,评价,n,pos,2
3177,82,师傅,nr,pos,4
3178,82,认真负责,n,pos,5
3180,82,质量,n,pos,6
3192,82,咨询,vn,pos,9
3195,82,师傅,nr,pos,11
3197,82,登门,ns,pos,12
3198,82,指导,n,pos,13
3200,82,售后,n,pos,14
3204,82,安装费,n,pos,16
3206,82,小贵,nr,pos,17
3210,82,五星,nz,pos,18
3213,83,售后,n,pos,1
3217,83,海尔,nrt,pos,3
3224,83,海尔,nrt,pos,4
3243,83,颜值,n,pos,10
3245,83,颜值,n,pos,11
3249,83,很漂亮,n,pos,14
3251,83,插座,n,pos,15
3270,83,插头,n,pos,24
3278,83,人员,n,pos,27
3279,83,态度,n,pos,28
3282,83,材料费,n,pos,29
3291,84,东西,ns,pos,3
3293,84,感觉,n,pos,4
3294,84,宝贝,nr,pos,5
3298,84,实惠,vn,pos,7
3317,84,总体,n,pos,14
3318,84,性价比,n,pos,15
3325,85,机子,n,pos,1
3333,85,通水,n,pos,5
3339,85,评价,n,pos,9
3342,85,美观,nz,pos,10
3344,85,大方,n,pos,11
3349,85,牌子,n,pos,13
3368,86,力,n,pos,2
3371,86,宝贝,nr,pos,4
3375,86,质量,n,pos,6
3380,86,原因,n,pos,8
3388,86,售后,n,pos,10
3402,86,感觉,n,pos,13
3426,87,品牌,n,pos,4
3428,87,信赖,n,pos,6
3430,87,正品,n,pos,7
3431,87,低价,n,pos,8
3437,87,态度,n,pos,12
3443,88,速度,n,pos,3
3446,88,性价比,n,pos,4
3451,88,物流,n,pos,6
3463,88,声音,n,pos,9
3469,88,速度,n,pos,11
3474,89,发货,n,pos,1
3480,89,价格,n,pos,4
3481,89,实惠,vn,pos,5
3483,89,客服,n,pos,6
3484,89,态度,n,pos,7
3489,89,货,n,pos,9
3499,89,时,ng,pos,12
3515,89,质量,n,pos,18
3519,89,宝贝儿,nr,pos,20
3532,89,正品,n,pos,26
3534,89,性价比,n,pos,27
3558,89,店家,n,pos,37
3560,89,售后,n,pos,38
3564,89,力,n,pos,39
3566,89,服务态度,n,pos,40
3570,89,发货,n,pos,42
3571,89,速度,n,pos,43
3575,89,客服,n,pos,44
3577,89,热情,n,pos,46
3579,89,物流,n,pos,47
3593,89,谢谢,nr,pos,53
3594,89,店家,n,pos,54
3597,89,客服,n,pos,55
3599,89,售后,n,pos,56
3600,89,人员,n,pos,57
3612,89,态度,n,pos,61
3615,89,发货,n,pos,62
3630,89,实惠,vn,pos,67
3632,89,店家,n,pos,68
3634,89,细心,n,pos,69
3638,89,结实,n,pos,71
3645,89,哥,n,pos,74
3646,89,态度,n,pos,75
3653,90,下单,n,pos,2
3675,90,楼,n,pos,9
3686,91,物流,n,pos,2
3695,91,款式,n,pos,4
3698,91,大方,n,pos,6
3707,91,礼拜,ns,pos,10
3711,91,评论,n,pos,12
3716,91,速度,n,pos,14
3719,91,赞美,ns,pos,15
3737,92,颜值,n,pos,2
3740,92,东西,ns,pos,4
3742,92,力,n,pos,5
3747,92,洗菜,n,pos,7
3753,92,热水,n,pos,10
3760,92,服务,vn,pos,12
3767,92,师傅,nr,pos,15
3772,92,技术,n,pos,16
3776,92,技术,n,pos,18
3781,92,辅料,n,pos,20
3789,93,物流,n,pos,1
3790,93,速度,n,pos,2
3794,93,信赖,n,pos,4
3810,94,总体,n,pos,3
3813,94,美观大方,ns,pos,4
3817,94,价格便宜,n,pos,6
3819,95,师傅,nr,pos,2
3826,95,扫地,n,pos,5
3829,95,解决问题,n,pos,6
3832,95,谢谢,nr,pos,8
3834,95,大赞,nr,pos,9
3860,96,电器,n,pos,6
3865,96,老家,n,pos,7
3866,96,修路,n,pos,8
3894,97,师傅,nr,pos,2
3895,97,上门,ns,pos,3
3899,97,移花,n,pos,5
3902,97,墙,n,pos,7
3904,97,洞,n,pos,9
3912,97,水管,n,pos,12
3928,97,管子,n,pos,18
3933,97,试水,n,pos,20
3936,97,水,n,pos,21
3938,97,洗手台,nz,pos,22
3952,97,温度,n,pos,26
3957,97,小时,n,pos,30
3960,97,线,n,pos,32
3962,97,长度,ns,pos,33
3973,97,明码标价,n,pos,35
3977,97,安装费,n,pos,37
3981,97,师傅,nr,pos,38
3986,97,工作,vn,pos,40
3987,97,现场,n,pos,41
3996,97,断电,n,pos,44
3997,98,东西,ns,pos,1
4004,98,家里人,nrt,pos,3
4011,98,朋友,n,pos,6
4030,98,品牌,n,pos,8
4035,98,金,n,pos,9
4036,98,公公,n,pos,10
4038,98,东西,ns,pos,11
4047,99,步伐,n,pos,2
4050,99,温度,n,pos,3
4057,99,人性化,n,pos,6
4061,99,遥控器,n,pos,7
4068,99,东西,ns,pos,8
4077,99,用手,n,pos,12
4083,99,师傅,nr,pos,16
4086,99,热情,n,pos,17
4093,99,周全,nr,pos,20
4101,100,价格,n,pos,1
4102,100,实惠,vn,pos,2
4104,100,师傅,nr,pos,3
4115,101,免费,vn,pos,4
4118,101,材料,n,pos,5
4120,101,收费,n,pos,6
4124,101,材料,n,pos,8
4130,101,材料,n,pos,10
4131,101,费用,n,pos,11
4135,101,地方,n,pos,12
4136,101,管件,n,pos,13
4139,101,情况,n,pos,14
4148,101,师傅,nr,pos,17
4150,101,态度,n,pos,18
4160,103,物流,n,pos,1
4172,103,货,n,pos,7
4185,103,师傅,nr,pos,11
4218,105,电话,n,pos,4
4227,105,工人,n,pos,9
4235,105,水,n,pos,13
4236,105,调试,vn,pos,14
4241,105,照片,n,pos,15
4247,105,回家,n,pos,17
4252,105,整体,n,pos,19
4253,105,服务,vn,pos,20
4254,105,物流,n,pos,21
4266,106,师傅,nr,pos,5
4270,106,师傅,nr,pos,8
4272,106,专业,n,pos,9
4285,106,效果,n,pos,13
4289,107,品牌,n,pos,1
4294,107,品牌,n,pos,3
4296,107,售后,n,pos,4
4297,107,质量,n,pos,5
4306,107,经济,n,pos,9
4307,107,实惠,vn,pos,10
4309,107,电脑,n,pos,11
4311,107,温带,n,pos,13
4312,107,遥控,vn,pos,14
4315,107,实体店,n,pos,15
4322,107,瓦,nr,pos,18
4333,108,结实,n,pos,4
4340,108,楼,n,pos,7
4343,108,电梯,n,pos,8
4345,108,师傅,nr,pos,9
4350,108,服务,vn,pos,11
4358,108,老人,n,pos,15
4359,108,一学,n,pos,16
4367,108,品牌,n,pos,18
4370,108,信赖,n,pos,20
4373,109,平房,n,pos,1
4378,109,师傅,nr,pos,3
4384,109,哥们,n,pos,5
4390,109,增压泵,n,pos,7
4393,109,水压,n,pos,8
4396,109,图片,n,pos,9
4399,109,哥们,n,pos,10
4402,109,水路,n,pos,12
4405,109,电线,n,pos,14
4408,109,水泵,n,pos,16
4410,109,全能,n,pos,17
4411,109,人才,n,pos,18
4417,110,数字,n,pos,1
4426,110,热水,n,pos,5
4429,110,插座,n,pos,6
4433,110,免费,vn,pos,8
4439,110,水管,n,pos,12
4442,110,师傅,nr,pos,14
4457,111,品牌,n,pos,2
4459,111,性价比,n,pos,3
4463,111,信赖,n,pos,6
4486,111,师傅,nr,pos,15
4487,111,统一,vn,pos,16
4492,111,效率高,n,pos,19
4502,112,品牌,n,pos,3
4504,112,信赖,n,pos,5
4507,112,师傅,nr,pos,7
4508,112,态度,n,pos,8
4512,112,速度,n,pos,9
4517,112,小时,n,pos,12
4524,112,管件,n,pos,14
4525,112,收费,n,pos,15
4528,112,质量,n,pos,16
4539,112,效果,n,pos,19
4547,113,人员,n,pos,5
4549,113,上门,ns,pos,6
4553,113,老婆,n,pos,8
4557,113,容量,n,pos,10
4560,113,外观,n,pos,11
4561,113,大气,n,pos,12
4568,113,购物,n,pos,15
4570,113,服务,vn,pos,16
4573,113,物流,n,pos,18
4574,113,速度,n,pos,19
4578,113,客户,n,pos,20
4580,113,客服,n,pos,21
4586,113,电话,n,pos,24
4587,113,问安,n,pos,25
4597,113,售后,n,pos,28
4598,113,电话,n,pos,29
4603,113,服务,vn,pos,30
4611,114,小哥,n,pos,2
4612,114,服务,vn,pos,3
4619,114,八楼,n,pos,7
4627,114,大雨,n,pos,11
4630,114,人员,n,pos,13
4639,114,配件,n,pos,15
4641,114,小贵,nr,pos,16
4654,115,服务态度,n,pos,4
4664,115,机子,n,pos,9
4668,115,需,n,pos,10
4670,115,电源插座,n,pos,11
4672,115,商品,n,pos,12
4673,115,规格,n,pos,13
4674,115,表里,n,pos,14
4680,115,速度,n,pos,17
4685,115,节奏,n,pos,20
4697,115,洗澡水,nz,pos,25
4706,115,过程,n,pos,30
4708,115,水温表,n,pos,32
4716,115,温度,n,pos,35
4724,115,表象,n,pos,38
4728,115,说明书,n,pos,39
4748,115,微波炉,n,pos,47
4749,115,电饭煲,n,pos,48
4750,115,豆浆机,n,pos,49
4752,115,水壶,n,pos,51
4755,115,国产,n,pos,53
4756,115,质量,n,pos,54
4764,116,服务,vn,pos,2
4767,117,订货,n,pos,1
4773,117,发货,n,pos,4
4774,117,速度,n,pos,5
4780,117,客服,n,pos,8
4781,117,电话,n,pos,9
4784,117,老家,n,pos,11
4786,117,乡村,n,pos,12
4789,117,售后,n,pos,13
4791,117,人员,n,pos,15
4793,117,小时,n,pos,16
4799,117,服务,vn,pos,19
4808,118,师傅,nr,pos,3
4814,118,成品,n,pos,6
4815,118,效果,n,pos,7
4823,118,卫生间,n,pos,10
4830,119,宝贝,nr,pos,1
4835,119,师傅,nr,pos,3
4849,119,角阀,n,pos,8
4861,119,角阀,n,pos,11
4871,119,办法,n,pos,15
4885,120,师傅,nr,pos,5
4897,121,品质,n,pos,1
4899,121,信赖,n,pos,3
4901,121,服务,vn,pos,4
4908,121,曹,nr,pos,9
4909,121,师傅,nr,pos,10
4915,121,专业,n,pos,12
4917,121,下雨天,n,pos,13
4918,121,衣服,n,pos,14
4926,121,信赖,n,pos,17
4928,123,质量,n,pos,1
4931,123,大功率,n,pos,3
4948,123,钱,n,pos,10
4957,123,省心,n,pos,11
4968,124,经济,n,pos,3
4969,124,实惠,vn,pos,4
4978,125,电器,n,pos,2
4985,125,品牌,n,pos,3
4998,125,购物,n,pos,7
5004,126,牌子,n,pos,2
5010,126,信赖,n,pos,6
5013,126,师傅,nr,pos,8
5020,126,打扫卫生,nz,pos,12
5026,126,五星,nz,pos,14
5055,127,澡,ng,pos,9
5057,128,物流,n,pos,1
5062,128,价格,n,pos,3
5065,128,自营,vn,pos,5
5070,128,师傅,nr,pos,8
5075,128,功率,n,pos,10
5077,128,瓦,n,pos,11
5080,128,烧水,n,pos,12
5090,129,售后,n,pos,4
5092,129,电话,n,pos,5
5098,129,午门,ns,pos,8
5102,129,辅料,n,pos,10
5103,129,共元,n,pos,11
5107,130,货,n,pos,2
5111,130,上门,ns,pos,3
5113,130,服务态度,n,pos,5
5119,130,花钱,n,pos,8
5124,130,钱,n,pos,10
5127,130,实体店,n,pos,11
5151,131,下单,n,pos,8
5159,131,服气,n,pos,12
5161,132,东西,ns,pos,1
5173,132,东西,ns,pos,4
5192,133,太阳能,n,pos,2
5198,133,师傅,nr,pos,4
5199,133,功夫,n,pos,5
5212,133,价格便宜,n,pos,10
5214,134,品牌,n,pos,1
5216,134,信任,n,pos,3
5219,134,速度,n,pos,5
5223,134,师傅,nr,pos,8
5227,134,五星,nz,pos,10
5234,135,好长时间,n,pos,1
5243,135,速度,n,pos,4
5251,135,遥控,vn,pos,7
5257,135,客服,n,pos,10
5268,135,卖家,n,pos,12
5270,135,总会,n,pos,13
5284,135,朋友,n,pos,17
5305,136,产品,n,pos,1
5311,136,美观,nz,pos,4
5313,136,家人,n,pos,5
5318,136,老家,n,pos,7
5335,137,管子,n,pos,4
